Tracking Number,Transaction Date,Service Code,Published Charge,Incentive Charge,Net Charge,Ref No 1,Billed Weight,Package Quantity,Zone,Receiver City,Receiver State,Receiver Postal,Detail Keyed Dim,Total Cost,Adjustment
1ZR4R346YW97283906,2021-11-29,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3131804,9.0,1,5.0,San diego,CA,92123,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW94815202,2021-11-29,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3132070,6.0,1,6.0,Warren,OH,44484,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW97502679,2021-11-29,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3131727,9.0,1,5.0,Spokane Valley,WA,99206,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW94781605,2021-11-29,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131746,6.0,1,6.0,Lawrenceville,GA,30043,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW96896229,2021-11-29,UPS SurePost - 1 LB or Greater,19.75,-3.43,16.32,3132105,9.0,1,5.0,Lafayette,CA,94549,15.0x 15.0x 10.0,16.32,0.0
1ZR4R346YW97125292,2021-11-29,UPS SurePost - 1 LB or Greater,19.75,-3.43,16.32,3131802,9.0,1,5.0,Sulphur springs,TX,75482,15.0x 15.0x 10.0,16.32,0.0
1ZR4R346YW94645459,2021-11-29,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131972,6.0,1,6.0,Canonsburg,PA,15317,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW97523290,2021-11-29,UPS SurePost - 1 LB or Greater,15.83,-3.16,12.67,3131697,5.0,1,5.0,Upland,CA,91786,14.0x 14.0x  6.0,12.67,0.0
1ZR4R346YW97541672,2021-11-29,UPS SurePost - 1 LB or Greater,19.9,-3.46,16.44,3131710,5.0,1,7.0,CLAYTON,NC,27527,14.0x 14.0x  6.0,16.44,0.0
1ZR4R346YW96873619,2021-11-29,UPS SurePost - 1 LB or Greater,14.77,-2.96,11.81,3131650,5.0,1,4.0,Edmond,OK,73013,14.0x 14.0x  6.0,11.81,0.0
1ZR4R346YW95768566,2021-11-29,UPS SurePost - 1 LB or Greater,19.38,-3.87,15.51,3131938,9.0,1,7.0,Old Bridge Township,NJ,08857,15.0x 15.0x 10.0,15.510000000000002,0.0
1ZR4R346YW97138706,2021-11-29,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3131627,9.0,1,5.0,las vegas,NV,89135,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW96863960,2021-11-29,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3132003,6.0,1,7.0,Fort Lauderdale,FL,33304,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW95776262,2021-11-29,UPS SurePost - 1 LB or Greater,17.93,-3.59,14.34,3132138,9.0,1,6.0,Sammamish,WA,98074,15.0x 15.0x 10.0,14.34,0.0
1ZR4R346YW96926428,2021-11-29,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3131553,5.0,1,6.0,Roseville,MI,48066,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW94918315,2021-11-29,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3131587,6.0,1,7.0,Centerville,MA,02632,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW94931336,2021-11-29,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3131850,5.0,1,6.0,Greenville,SC,29607,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW97450243,2021-11-29,UPS SurePost - 1 LB or Greater,19.28,-3.2,16.08,3131880,9.0,1,4.0,Mapleton,IA,51034,15.0x 15.0x 10.0,16.08,0.0
1ZR4R346YW95178202,2021-11-29,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3131687,6.0,1,7.0,FLANDERS,NJ,07836,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW97050041,2021-11-29,UPS SurePost - 1 LB or Greater,16.01,-3.2,12.81,3131953,9.0,1,4.0,Des Moines,IA,50312,15.0x 15.0x 10.0,12.809999999999999,-0.0
1ZR4R346YW97027602,2021-11-29,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3132010,9.0,1,5.0,Bonita,CA,91902,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW97019773,2021-11-29,UPS SurePost - 1 LB or Greater,16.01,-3.2,12.81,3131821,9.0,1,4.0,OLATHE,KS,66062,15.0x 15.0x 10.0,12.809999999999999,-0.0
1ZR4R346YW97088645,2021-11-29,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131675,6.0,1,5.0,Indianapolis,IN,46237,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW97329947,2021-11-29,UPS SurePost - 1 LB or Greater,21.99,-3.87,18.12,3132082,9.0,1,7.0,Umatilla,FL,32784,15.0x 15.0x 10.0,18.12,0.0
1ZR4R346YW97089644,2021-11-29,UPS SurePost - 1 LB or Greater,18.66,-3.21,15.45,3132014,6.0,1,5.0,Lakeside,CA,92040,15.0x 15.0x  6.0,15.450000000000001,0.0
1ZR4R346YW95267035,2021-11-29,UPS SurePost - 1 LB or Greater,17.52,-2.98,14.54,3132013,6.0,1,4.0,Minot,ND,58703,15.0x 15.0x  6.0,14.54,0.0
1ZR4R346YW95569807,2021-11-29,UPS SurePost - 1 LB or Greater,19.09,-3.3,15.79,3131661,5.0,1,6.0,Dallas,GA,30132,14.0x 14.0x  6.0,15.790000000000001,0.0
1ZR4R346YW96956084,2021-11-29,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3132042,5.0,1,6.0,Roswell,GA,30075,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW97434001,2021-11-29,UPS SurePost - 1 LB or Greater,18.18,-2.97,15.21,3131554,6.0,1,4.0,Elk Point,SD,57025,15.0x 15.0x  6.0,15.21,0.0
1ZR4R346YW97099204,2021-11-29,UPS SurePost - 1 LB or Greater,15.05,-2.49,12.56,3132008,6.0,1,2.0,Golden,CO,80403,15.0x 15.0x  6.0,12.56,0.0
1ZR4R346YW97307989,2021-11-29,UPS SurePost - 1 LB or Greater,22.66,-3.87,18.79,3132051,9.0,1,7.0,Louisburg,NC,27549,15.0x 15.0x 10.0,18.79,0.0
1ZR4R346YW95739383,2021-11-29,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3132169,9.0,1,5.0,Alexandria,LA,71301,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW97105410,2021-11-29,UPS SurePost - 1 LB or Greater,18.44,-3.16,15.28,3131566,5.0,1,5.0,Solana Beach,CA,92075,14.0x 14.0x  6.0,15.280000000000001,0.0
1ZR4R346YW94650881,2021-11-29,UPS SurePost - 1 LB or Greater,19.9,-3.46,16.44,3132184,5.0,1,7.0,Laconia,NH,03246,14.0x 14.0x  6.0,16.44,0.0
1ZR4R346YW96924493,2021-11-29,UPS SurePost - 1 LB or Greater,15.83,-3.16,12.67,3131992,5.0,1,5.0,Sartell,MN,56377,14.0x 14.0x  6.0,12.67,0.0
1ZR4R346YW97194502,2021-11-29,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131717,6.0,1,5.0,Killeen,TX,76542,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW96785554,2021-11-29,UPS SurePost - 1 LB or Greater,18.66,-3.21,15.45,3131706,6.0,1,5.0,Montgomery,TX,77316,15.0x 15.0x  6.0,15.450000000000001,0.0
1ZR4R346YW94619148,2021-11-29,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3131854,5.0,1,6.0,Snellville,GA,30078,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW97657431,2021-11-29,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131731,6.0,1,6.0,West Bloomfield Township,MI,48322,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW97622790,2021-11-29,UPS SurePost - 1 LB or Greater,14.42,-2.89,11.53,3131642,3.0,1,5.0,Long Beach,CA,90808,14.0x  8.0x  6.0,11.530000000000001,0.0
1ZR4R346YW96817215,2021-11-29,UPS SurePost - 1 LB or Greater,17.69,-2.89,14.8,3131632,3.0,1,5.0,Jacksboro,TX,76458,14.0x  8.0x  6.0,14.8,0.0
1ZR4R346YW97238367,2021-11-29,UPS SurePost - 1 LB or Greater,14.42,-2.89,11.53,3131759,3.0,1,5.0,Belmont,MI,49306,14.0x  8.0x  6.0,11.530000000000001,0.0
1ZR4R346YW96723496,2021-11-29,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131616,6.0,1,5.0,Las VEgas,NV,89117,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW96753589,2021-11-29,UPS SurePost - 1 LB or Greater,15.83,-3.16,12.67,3131579,5.0,1,5.0,Bend,OR,97701,14.0x 14.0x  6.0,12.67,0.0
1ZR4R346YW97603097,2021-11-29,UPS SurePost - 1 LB or Greater,15.83,-3.16,12.67,3131629,5.0,1,5.0,Dyer,IN,46311,14.0x 14.0x  6.0,12.67,0.0
1ZR4R346YW94644156,2021-11-29,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3132063,6.0,1,7.0,Washington Township,NJ,08080,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW95290787,2021-11-29,UPS SurePost - 1 LB or Greater,19.38,-3.87,15.51,3131684,9.0,1,7.0,Seekonk,MA,02771,15.0x 15.0x 10.0,15.510000000000002,0.0
1ZR4R346YW99478121,2021-11-26,UPS SurePost - 1 LB or Greater,16.01,-3.2,12.81,3131467,9.0,1,4.0,Phoenix,AZ,85015,15.0x 15.0x 10.0,12.809999999999999,-0.0
1ZR4R346YW91997889,2021-11-26,UPS SurePost - 1 LB or Greater,18.66,-3.21,15.45,3131170,6.0,1,5.0,Anna,TX,75409,15.0x 15.0x  6.0,15.450000000000001,0.0
1ZR4R346YW99504100,2021-11-26,UPS SurePost - 1 LB or Greater,17.93,-3.59,14.34,3131321,17.0,1,6.0,Fort Wayne,IN,46835,15.0x 15.0x 10.0,29.94,15.6
1ZR4R346YW91912746,2021-11-26,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131194,6.0,1,6.0,Howell,MI,48855,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW91917572,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131259,6.0,1,5.0,San Diego,CA,92130,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW91924779,2021-11-26,UPS SurePost - 1 LB or Greater,15.72,-2.49,13.23,3131097,6.0,1,2.0,Ordway,CO,81063,15.0x 15.0x  6.0,13.23,0.0
1ZR4R346YW92859937,2021-11-26,UPS SurePost - 1 LB or Greater,20.41,-3.43,16.98,3131480,9.0,1,5.0,CRIVITZ,WI,54114,15.0x 15.0x 10.0,16.98,0.0
1ZR4R346YW91965663,2021-11-26,UPS SurePost - 1 LB or Greater,19.9,-3.46,16.44,3131481,5.0,1,7.0,Atkinson,NH,03811,14.0x 14.0x  6.0,16.44,0.0
1ZR4R346YW92013519,2021-11-26,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3131389,5.0,1,6.0,Macomb,MI,48042,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW92005359,2021-11-26,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3131143,9.0,1,5.0,New Berlin,WI,53151,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW96115652,2021-11-26,UPS SurePost - 1 LB or Greater,20.09,-3.5,16.59,3131351,6.0,1,7.0,Prince Frederick,MD,20678,15.0x 15.0x  6.0,16.59,0.0
1ZR4R346YW92015777,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131198,6.0,1,5.0,Austin,TX,78733,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW92054912,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131247,6.0,1,5.0,Morgan Hill,CA,95037,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW92026578,2021-11-26,UPS SurePost - 1 LB or Greater,19.89,-3.33,16.56,3131239,6.0,1,6.0,MC DONALD,TN,37353,15.0x 15.0x  6.0,16.560000000000002,0.0
1ZR4R346YW92030698,2021-11-26,UPS SurePost - 1 LB or Greater,19.38,-3.87,15.51,3131505,9.0,1,7.0,Plantation,FL,33324,15.0x 15.0x 10.0,15.510000000000002,0.0
1ZR4R346YW92030929,2021-11-26,UPS SurePost - 1 LB or Greater,14.91,-2.98,11.93,3131137,6.0,1,4.0,El Paso,TX,79936,15.0x 15.0x  6.0,11.93,0.0
1ZR4R346YW92041542,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131478,6.0,1,5.0,Nashville,TN,37208,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW92023384,2021-11-26,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3131252,5.0,1,6.0,Morristown,TN,37814,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW97140962,2021-11-26,UPS SurePost - 1 LB or Greater,20.54,-3.59,16.95,3131258,9.0,1,6.0,Scottsville,KY,42164,15.0x 15.0x 10.0,16.95,0.0
1ZR4R346YW91903621,2021-11-26,UPS SurePost - 1 LB or Greater,12.44,-2.49,9.95,3131151,6.0,1,2.0,Johnstown,CO,80534,15.0x 15.0x  6.0,9.950000000000001,0.0
1ZR4R346YW97213222,2021-11-26,UPS SurePost - 1 LB or Greater,21.99,-3.87,18.12,3131102,9.0,1,7.0,Little Egg Harbor Township,NJ,08087,15.0x 15.0x 10.0,18.12,0.0
1ZR4R346YW99647046,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131353,6.0,1,5.0,TROY,IL,62294,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW92896521,2021-11-26,UPS SurePost - 1 LB or Greater,17.52,-2.98,14.54,3131485,6.0,1,4.0,Lake Winnebago,MO,64034,15.0x 15.0x  6.0,14.54,0.0
1ZR4R346YW99580671,2021-11-26,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131397,6.0,1,6.0,Roanoke,VA,24014,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW96197369,2021-11-26,UPS SurePost - 1 LB or Greater,18.66,-3.21,15.45,3131373,6.0,1,5.0,New Albany,MS,38652,15.0x 15.0x  6.0,15.450000000000001,0.0
1ZR4R346YW96173769,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131465,6.0,1,5.0,Naperville,IL,60565,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW92873037,2021-11-26,UPS SurePost - 1 LB or Greater,18.18,-2.97,15.21,3131112,6.0,1,4.0,Altamont,KS,67330,15.0x 15.0x  6.0,15.21,0.0
1ZR4R346YW97087146,2021-11-26,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131421,6.0,1,6.0,New Orleans,LA,70130,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW91749129,2021-11-26,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3131323,5.0,1,6.0,Southgate,KY,41071,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW91755050,2021-11-26,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3131512,9.0,1,5.0,Chino Hills,CA,91709,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW99541025,2021-11-26,UPS SurePost - 1 LB or Greater,19.38,-3.87,15.51,3131204,9.0,1,7.0,Naples,FL,34104,15.0x 15.0x 10.0,15.510000000000002,0.0
1ZR4R346YW91799530,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131430,6.0,1,5.0,Maple Grove,MN,55369,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW92061824,2021-11-26,UPS SurePost - 1 LB or Greater,18.66,-3.21,15.45,3131111,6.0,1,5.0,Dyersburg,TN,38024,15.0x 15.0x  6.0,15.450000000000001,0.0
1ZR4R346YW91804587,2021-11-26,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131518,6.0,1,6.0,Jamestown,NC,27282,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW91825108,2021-11-26,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131287,6.0,1,6.0,Greenwood,SC,29646,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW91841171,2021-11-26,UPS SurePost - 1 LB or Greater,15.83,-3.16,12.67,3131245,5.0,1,5.0,Lincoln,CA,95648,14.0x 14.0x  6.0,12.67,0.0
1ZR4R346YW91853800,2021-11-26,UPS SurePost - 1 LB or Greater,19.89,-3.33,16.56,3131308,6.0,1,6.0,MADISON,AL,35756,15.0x 15.0x  6.0,16.560000000000002,0.0
1ZR4R346YW91856316,2021-11-26,UPS SurePost - 1 LB or Greater,12.44,-2.49,9.95,3131131,6.0,1,2.0,Denver,CO,80210,15.0x 15.0x  6.0,9.950000000000001,0.0
1ZR4R346YW99526944,2021-11-26,UPS SurePost - 1 LB or Greater,19.9,-3.46,16.44,3131371,5.0,1,7.0,Quarryville,PA,17566,14.0x 14.0x  6.0,16.44,0.0
1ZR4R346YW96152504,2021-11-26,UPS SurePost - 1 LB or Greater,15.47,-3.1,12.37,3131459,3.0,1,7.0,South Amboy,NJ,08879,14.0x  8.0x  6.0,12.370000000000001,0.0
1ZR4R346YW96144577,2021-11-26,UPS SurePost - 1 LB or Greater,18.66,-3.21,15.45,3131415,6.0,1,5.0,Bedford,IN,47421,15.0x 15.0x  6.0,15.450000000000001,0.0
1ZR4R346YW91893964,2021-11-26,UPS SurePost - 1 LB or Greater,18.66,-3.21,15.45,3131256,6.0,1,5.0,Kuna,ID,83634,15.0x 15.0x  6.0,15.450000000000001,0.0
1ZR4R346YW91902819,2021-11-26,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3131513,6.0,1,7.0,PORT ST LUCIE,FL,34952,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW92859375,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131304,6.0,1,5.0,Highland Village,TX,75077,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW92108499,2021-11-26,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3131489,6.0,1,7.0,Massapequa,NY,11758,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW92065400,2021-11-26,UPS SurePost - 1 LB or Greater,14.42,-2.89,11.53,3131270,3.0,1,5.0,HIGHLAND VILLAGE,TX,75077,14.0x  8.0x  6.0,11.530000000000001,0.0
1ZR4R346YW92448130,2021-11-26,UPS SurePost - 1 LB or Greater,19.89,-3.33,16.56,3131138,6.0,1,6.0,Sparta,KY,41086,15.0x 15.0x  6.0,16.560000000000002,0.0
1ZR4R346YW96083535,2021-11-26,UPS SurePost - 1 LB or Greater,15.83,-3.16,12.67,3131374,5.0,1,5.0,Nashville,TN,37209,14.0x 14.0x  6.0,12.67,0.0
1ZR4R346YW92407246,2021-11-26,UPS SurePost - 1 LB or Greater,15.83,-3.16,12.67,3131199,5.0,1,5.0,Madison,WI,53704,14.0x 14.0x  6.0,12.67,0.0
1ZR4R346YW92413051,2021-11-26,UPS SurePost - 1 LB or Greater,14.91,-2.98,11.93,3131159,6.0,1,4.0,Sandy,UT,84094,15.0x 15.0x  6.0,11.93,0.0
1ZR4R346YW92767429,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131508,6.0,1,5.0,Laguna Woods,CA,92637,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW92433986,2021-11-26,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131200,6.0,1,6.0,Ann Arbor,MI,48104,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW92758760,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131521,6.0,1,5.0,Los Angeles,CA,90016,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW97726848,2021-11-26,UPS SurePost - 1 LB or Greater,13.68,-2.74,10.94,3131107,9.0,1,2.0,Brighton,CO,80601,15.0x 15.0x 10.0,10.94,0.0
1ZR4R346YW96040689,2021-11-26,UPS SurePost - 1 LB or Greater,20.09,-3.5,16.59,3131347,6.0,1,7.0,Mendham,NJ,07945,15.0x 15.0x  6.0,16.59,0.0
1ZR4R346YW99429166,2021-11-26,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3131180,9.0,1,5.0,Carrollton,TX,75006,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW96027337,2021-11-26,UPS SurePost - 1 LB or Greater,19.38,-3.87,15.51,3131166,9.0,1,7.0,Merrick,NY,11566,15.0x 15.0x 10.0,15.510000000000002,0.0
1ZR4R346YW96012870,2021-11-26,UPS SurePost - 1 LB or Greater,17.29,-3.46,13.83,3131404,5.0,1,7.0,Fayetteville,NC,28311,14.0x 14.0x  6.0,13.830000000000002,0.0
1ZR4R346YW92067060,2021-11-26,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3131278,6.0,1,5.0,Chicago,IL,60615,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW99224485,2021-11-26,UPS SurePost - 1 LB or Greater,18.26,-3.01,15.25,3131469,3.0,1,6.0,Pe Ell,WA,98572,14.0x  8.0x  6.0,15.25,0.0
1ZR4R346YW92464194,2021-11-26,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3131261,5.0,1,6.0,Connellsville,PA,15425,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW96009302,2021-11-26,UPS SurePost - 1 LB or Greater,17.93,-3.59,14.34,3131379,9.0,1,6.0,Alpharetta,GA,30022,15.0x 15.0x 10.0,14.34,0.0
1ZR4R346YW92523781,2021-11-26,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3131260,6.0,1,7.0,Rosedale,MD,21237,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW92732117,2021-11-26,UPS SurePost - 1 LB or Greater,19.38,-3.87,15.51,3131496,9.0,1,7.0,Daytona Beach,FL,32124,15.0x 15.0x 10.0,15.510000000000002,0.0
1ZR4R346YW92730548,2021-11-26,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3131251,6.0,1,7.0,Woodbridge,VA,22193,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW95961892,2021-11-26,UPS SurePost - 1 LB or Greater,14.42,-2.89,11.53,3131466,3.0,1,5.0,St. Louis,MO,63109,14.0x  8.0x  6.0,11.530000000000001,0.0
1ZR4R346YW97168013,2021-11-26,UPS SurePost - 1 LB or Greater,22.66,-3.87,18.79,3131202,9.0,1,7.0,Chincoteague,VA,23336,15.0x 15.0x 10.0,18.79,0.0
1ZR4R346YW97166060,2021-11-26,UPS SurePost - 1 LB or Greater,19.38,-3.87,15.51,3131383,9.0,1,7.0,virginia beach,VA,23464,15.0x 15.0x 10.0,15.510000000000002,0.0
1ZR4R346YW92617591,2021-11-26,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3131145,6.0,1,7.0,miramar,FL,33025,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW92361456,2021-11-26,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,732626,5.0,1,6.0,Cumming,GA,30041,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW92354106,2021-11-26,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3131173,6.0,1,7.0,Providence,RI,02903,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW92352724,2021-11-26,UPS SurePost - 1 LB or Greater,20.09,-3.5,16.59,3131177,6.0,1,7.0,WARREN,MA,01083,15.0x 15.0x  6.0,16.59,0.0
1ZR4R346YW92333432,2021-11-26,UPS SurePost - 1 LB or Greater,15.83,-3.16,12.67,3131286,5.0,1,5.0,Reno,NV,89511,14.0x 14.0x  6.0,12.67,0.0
1ZR4R346YW95921292,2021-11-26,UPS SurePost - 1 LB or Greater,14.42,-2.89,11.53,3131241,3.0,1,5.0,ELKHART,IN,46514,14.0x  8.0x  6.0,11.530000000000001,0.0
1ZR4R346YW92549861,2021-11-26,UPS SurePost - 1 LB or Greater,17.29,-3.46,13.83,3131104,5.0,1,7.0,Miami,FL,33132,14.0x 14.0x  6.0,13.830000000000002,0.0
1ZR4R346YW92837399,2021-11-26,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131517,6.0,1,6.0,Cookeville,TN,38501,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW92118442,2021-11-26,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3131191,5.0,1,6.0,Belle Vernon,PA,15012,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW92173098,2021-11-26,UPS SurePost - 1 LB or Greater,19.9,-3.46,16.44,3131309,5.0,1,7.0,Elkton,MD,21921,14.0x 14.0x  6.0,16.44,0.0
1ZR4R346YW97202092,2021-11-26,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3131346,6.0,1,7.0,Hampton,NH,03842,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW99448805,2021-11-26,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3131409,6.0,1,7.0,Poughkeepsie,NY,12603,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW92240854,2021-11-26,UPS SurePost - 1 LB or Greater,20.09,-3.5,16.59,3131500,6.0,1,7.0,Cape May,NJ,08204,15.0x 15.0x  6.0,16.59,0.0
1ZR4R346YW99447744,2021-11-26,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3131462,9.0,1,5.0,Chicago,IL,60634,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW92282989,2021-11-26,UPS SurePost - 1 LB or Greater,17.52,-2.98,14.54,3131100,6.0,1,4.0,Brandon,SD,57005,15.0x 15.0x  6.0,14.54,0.0
1ZR4R346YW92296107,2021-11-26,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3131498,9.0,1,5.0,Sacramento,CA,95831,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW92832563,2021-11-26,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3131455,5.0,1,6.0,Youngstown,OH,44514,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW92825044,2021-11-26,UPS SurePost - 1 LB or Greater,15.47,-3.1,12.37,3131219,3.0,1,7.0,West Warwick,RI,02893,14.0x  8.0x  6.0,12.370000000000001,0.0
1ZR4R346YW92296769,2021-11-26,UPS SurePost - 1 LB or Greater,15.83,-3.16,12.67,3131146,5.0,1,5.0,Boise,ID,83713,14.0x 14.0x  6.0,12.67,0.0
1ZR4R346YW92808572,2021-11-26,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3131446,9.0,1,5.0,Houston,TX,77065,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW92801560,2021-11-26,UPS SurePost - 1 LB or Greater,17.29,-3.46,13.83,3131244,5.0,1,7.0,VIRGINIA BCH,VA,23451,14.0x 14.0x  6.0,13.830000000000002,0.0
1ZR4R346YW92784188,2021-11-26,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3131133,6.0,1,6.0,Lynnwood,WA,98036,15.0x 15.0x  6.0,13.290000000000001,0.0
