Tracking Number,Transaction Date,Service Code,Published Charge,Incentive Charge,Net Charge,Ref No 1,Billed Weight,Package Quantity,Zone,Receiver City,Receiver State,Receiver Postal,Detail Keyed Dim,Total Cost,Adjustment
1ZR4R346YW91556604,2022-02-07,UPS SurePost - 1 LB or Greater,20.15,-3.27,16.88,3138295,4.0,1,5.0,Barnhart,MO,63012,14.0x 14.0x  4.0,16.88,0.0
1ZR4R346YW91556300,2022-02-07,UPS SurePost - 1 LB or Greater,22.11,-3.67,18.44,3138212,9.0,1,5.0,whitehouse,TX,75791,15.0x 15.0x 10.0,18.439999999999998,-0.0
1ZR4R346YW91535734,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138124,6.0,1,5.0,Little Rock,AR,72223,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW91530962,2022-02-07,UPS SurePost - 1 LB or Greater,15.89,-3.18,12.71,3138116,6.0,1,4.0,Draper,UT,84020,15.0x 15.0x  6.0,12.71,0.0
1ZR4R346YW91525530,2022-02-07,UPS SurePost - 1 LB or Greater,20.93,-3.42,17.51,3138083,6.0,1,5.0,New Braunfels,TX,78132,15.0x 15.0x  6.0,17.509999999999998,-0.0
1ZR4R346YW91500726,2022-02-07,UPS SurePost - 1 LB or Greater,18.3,-3.67,14.63,3138138,9.0,1,5.0,Bourbonnais,IL,60914,15.0x 15.0x 10.0,14.629999999999999,-0.0
1ZR4R346YW91148153,2022-02-07,UPS SurePost - 1 LB or Greater,18.3,-3.67,14.63,3138135,9.0,1,5.0,Irvine,CA,92618,15.0x 15.0x 10.0,14.629999999999999,-0.0
1ZR4R346YW91486850,2022-02-07,UPS SurePost - 1 LB or Greater,15.89,-3.18,12.71,3138146,6.0,1,4.0,Tulsa,OK,74103,15.0x 15.0x  6.0,12.71,0.0
1ZR4R346YW91767798,2022-02-07,UPS SurePost - 1 LB or Greater,18.3,-3.67,14.63,3138192,9.0,1,5.0,Fort Worth,TX,76104,15.0x 15.0x 10.0,14.629999999999999,-0.0
1ZR4R346YW91778928,2022-02-07,UPS SurePost - 1 LB or Greater,18.3,-3.67,14.63,3138288,9.0,1,5.0,San Jose,CA,95121,15.0x 15.0x 10.0,14.629999999999999,-0.0
1ZR4R346YW91222358,2022-02-07,UPS SurePost - 1 LB or Greater,15.64,-3.13,12.51,3138147,2.0,1,7.0,Boca Raton,FL,33431,10.0x 10.0x  3.0,12.510000000000002,0.0
1ZR4R346YW91201219,2022-02-07,UPS SurePost - 1 LB or Greater,18.3,-3.67,14.63,3138179,9.0,1,5.0,Merrillville,IN,46410,15.0x 15.0x 10.0,14.629999999999999,-0.0
1ZR4R346YW91190848,2022-02-07,UPS SurePost - 1 LB or Greater,24.53,-4.14,20.39,3138154,9.0,1,7.0,East Hampton,NY,11937,15.0x 15.0x 10.0,20.39,0.0
1ZR4R346YW92310439,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138045,6.0,1,7.0,Brooklyn,NY,11233,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW90670090,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-3.56,14.28,3138240,4.0,1,7.0,Valrico,FL,33596,14.0x 14.0x  4.0,14.280000000000001,0.0
1ZR4R346YW92817866,2022-02-07,UPS SurePost - 1 LB or Greater,22.48,-3.73,18.75,3138141,6.0,1,7.0,Wildwood,FL,34785,15.0x 15.0x  6.0,18.75,0.0
1ZR4R346YW92472774,2022-02-07,UPS SurePost - 1 LB or Greater,20.71,-4.14,16.57,3138099,9.0,1,7.0,wellington,FL,33414,15.0x 15.0x 10.0,16.57,0.0
1ZR4R346YW94456083,2022-02-07,UPS SurePost - 1 LB or Greater,22.96,-3.83,19.13,3138226,9.0,1,6.0,Swainsboro,GA,30401,15.0x 15.0x 10.0,19.13,0.0
1ZR4R346YW94483142,2022-02-07,UPS SurePost - 1 LB or Greater,16.33,-3.27,13.06,3138214,4.0,1,5.0,Memphis,TN,38120,14.0x 14.0x  4.0,13.06,0.0
1ZR4R346YW94510988,2022-02-07,UPS SurePost - 1 LB or Greater,19.14,-3.83,15.31,3138098,9.0,1,6.0,Centerville,OH,45458,15.0x 15.0x 10.0,15.31,0.0
1ZR4R346YW94516697,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138185,6.0,1,7.0,Ocean View,DE,19970,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW94565465,2022-02-07,UPS SurePost - 1 LB or Greater,16.33,-3.27,13.06,3138244,4.0,1,5.0,Rowlett,TX,75089,14.0x 14.0x  4.0,13.06,0.0
1ZR4R346YW94638565,2022-02-07,UPS SurePost - 1 LB or Greater,16.77,-3.36,13.41,3138203,4.0,1,6.0,Cheswick,PA,15024,14.0x 14.0x  4.0,13.41,0.0
1ZR4R346YW92685482,2022-02-07,UPS SurePost - 1 LB or Greater,21.55,-3.55,18.0,3138030,6.0,1,6.0,Loganville,GA,30052,15.0x 15.0x  6.0,18.0,0.0
1ZR4R346YW92688649,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138194,6.0,1,7.0,MIAMI GARDENS,FL,33056,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW92708813,2022-02-07,UPS SurePost - 1 LB or Greater,20.93,-3.42,17.51,3138067,6.0,1,5.0,Union Grove,WI,53182,15.0x 15.0x  6.0,17.509999999999998,-0.0
1ZR4R346YW91625002,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138104,6.0,1,7.0,The Villages,FL,32163,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW92719758,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138079,6.0,1,7.0,Jacksonville,FL,32220,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW92725590,2022-02-07,UPS SurePost - 1 LB or Greater,20.93,-3.42,17.51,3138107,6.0,1,5.0,Tell City,IN,47586,15.0x 15.0x  6.0,17.509999999999998,-0.0
1ZR4R346YW94904062,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138190,6.0,1,7.0,Ithaca,NY,14850,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW92764762,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138074,6.0,1,7.0,Barrington,RI,02806,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW92779078,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-3.56,14.28,3138243,4.0,1,7.0,Jessup,MD,20794,14.0x 14.0x  4.0,14.280000000000001,0.0
1ZR4R346YW94330833,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138196,6.0,1,5.0,Corona,CA,92882,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW94313950,2022-02-07,UPS SurePost - 1 LB or Greater,19.71,-3.18,16.53,3138119,6.0,1,4.0,Marshalltown,IA,50158,15.0x 15.0x  6.0,16.53,0.0
1ZR4R346YW92615477,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-2.65,15.19,3138134,6.0,1,2.0,Florissant,CO,80816,15.0x 15.0x  6.0,15.19,0.0
1ZR4R346YW92516379,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138072,6.0,1,5.0,SPRINGDALE,AR,72764,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW90611877,2022-02-07,UPS SurePost - 1 LB or Greater,24.53,-4.14,20.39,3138245,9.0,1,7.0,Newburyport,MA,01950,15.0x 15.0x 10.0,20.39,0.0
1ZR4R346YW90542102,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138181,6.0,1,7.0,Coopersburg,PA,18036,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW90533425,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138057,6.0,1,5.0,Bend,OR,97702,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW90501030,2022-02-07,UPS SurePost - 1 LB or Greater,22.96,-3.83,19.13,3138159,9.0,1,6.0,Johnstown,OH,43031,15.0x 15.0x 10.0,19.13,0.0
1ZR4R346YW90478898,2022-02-07,UPS SurePost - 1 LB or Greater,20.71,-4.14,16.57,3138215,9.0,1,7.0,Herndon,VA,20170,15.0x 15.0x 10.0,16.57,0.0
1ZR4R346YW90460236,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-3.56,14.28,3138189,4.0,1,7.0,Lutherville-Timonium,MD,21093,14.0x 14.0x  4.0,14.280000000000001,0.0
1ZR4R346YW90394497,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138129,6.0,1,7.0,West Palm Beach,FL,33407,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW90112291,2022-02-07,UPS SurePost - 1 LB or Greater,21.72,-3.42,18.3,3138029,6.0,1,5.0,Orland,CA,95963,15.0x 15.0x  6.0,18.299999999999997,-0.0
1ZR4R346YW90371663,2022-02-07,UPS SurePost - 1 LB or Greater,17.74,-3.55,14.19,3138036,6.0,1,6.0,Harrisburg,NC,28075,15.0x 15.0x  6.0,14.190000000000001,0.0
1ZR4R346YW92591912,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138127,6.0,1,5.0,San Jose,CA,95116,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW90200785,2022-02-07,UPS SurePost - 1 LB or Greater,20.93,-3.42,17.51,3138109,6.0,1,5.0,Willis,TX,77318,15.0x 15.0x  6.0,17.509999999999998,-0.0
1ZR4R346YW90161194,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-3.56,14.28,3138296,4.0,1,7.0,howard beach,NY,11414,14.0x 14.0x  4.0,14.280000000000001,0.0
1ZR4R346YW90127543,2022-02-07,UPS SurePost - 1 LB or Greater,22.48,-3.73,18.75,3138120,6.0,1,7.0,Emporia,VA,23847,15.0x 15.0x  6.0,18.75,0.0
1ZR4R346YW92600634,2022-02-07,UPS SurePost - 1 LB or Greater,20.93,-3.42,17.51,3138055,6.0,1,5.0,Beecher,IL,60401,15.0x 15.0x  6.0,17.509999999999998,-0.0
1ZR4R346YW94131941,2022-02-07,UPS SurePost - 1 LB or Greater,19.14,-3.83,15.31,3138249,9.0,1,6.0,Kent,OH,44240,15.0x 15.0x 10.0,15.31,0.0
1ZR4R346YW94233706,2022-02-07,UPS SurePost - 1 LB or Greater,21.72,-3.42,18.3,3138096,6.0,1,5.0,Irma,WI,54442,15.0x 15.0x  6.0,18.299999999999997,-0.0
1ZR4R346YW98539825,2022-02-07,UPS SurePost - 1 LB or Greater,20.15,-3.27,16.88,3138140,4.0,1,5.0,Manchester,IA,52057,14.0x 14.0x  4.0,16.88,0.0
1ZR4R346YW98933194,2022-02-07,UPS SurePost - 1 LB or Greater,22.9,-3.67,19.23,3138042,9.0,1,5.0,Dawson Springs,KY,42408,15.0x 15.0x 10.0,19.23,0.0
1ZR4R346YW97234058,2022-02-07,UPS SurePost - 1 LB or Greater,16.33,-3.27,13.06,3138121,4.0,1,5.0,Beaverton,OR,97008,14.0x 14.0x  4.0,13.06,0.0
1ZR4R346YW98391172,2022-02-07,UPS SurePost - 1 LB or Greater,21.55,-3.55,18.0,3138156,6.0,1,6.0,Asheboro,NC,27205,15.0x 15.0x  6.0,18.0,0.0
1ZR4R346YW98410678,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-3.56,14.28,3138026,4.0,1,7.0,Jacksonville,FL,32258,14.0x 14.0x  4.0,14.280000000000001,0.0
1ZR4R346YW98468367,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138206,6.0,1,7.0,Chapel Hill,NC,27514,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW98491466,2022-02-07,UPS SurePost - 1 LB or Greater,14.48,-2.91,11.57,3138106,2.0,1,5.0,Appleton,WI,54911,14.0x  8.0x  4.0,11.57,0.0
1ZR4R346YW98532028,2022-02-07,UPS SurePost - 1 LB or Greater,20.15,-3.27,16.88,3138272,4.0,1,5.0,Avon,MN,56310,14.0x 14.0x  4.0,16.88,0.0
1ZR4R346YW98604227,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138241,6.0,1,7.0,New City,NY,10956,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW97083113,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138167,6.0,1,5.0,Baton Rouge,LA,70809,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW98620665,2022-02-07,UPS SurePost - 1 LB or Greater,18.3,-3.67,14.63,3138060,9.0,1,5.0,Vancouver,WA,98661,15.0x 15.0x 10.0,14.629999999999999,-0.0
1ZR4R346YW96735572,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138251,6.0,1,7.0,Riverside,CT,06878,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW98751685,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138267,6.0,1,5.0,Franklin,TN,37067,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW98838976,2022-02-07,UPS SurePost - 1 LB or Greater,20.15,-3.27,16.88,3138285,4.0,1,5.0,Port lavaca,TX,77979,14.0x 14.0x  4.0,16.88,0.0
1ZR4R346YW98847706,2022-02-07,UPS SurePost - 1 LB or Greater,17.74,-3.55,14.19,3138262,6.0,1,6.0,Kennesaw,GA,30152,15.0x 15.0x  6.0,14.190000000000001,0.0
1ZR4R346YW98910351,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138158,6.0,1,5.0,Cathedral City,CA,92234,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW98947278,2022-02-07,UPS SurePost - 1 LB or Greater,7.89,1.95,9.84,3138232,10.0,1,5.0,El Dorado Hills,CA,95762,15.0x 15.0x  6.0,23.54,13.7
1ZR4R346YW98103616,2022-02-07,UPS SurePost - 1 LB or Greater,22.11,-3.67,18.44,3138093,9.0,1,5.0,Columbia,IL,62236,15.0x 15.0x 10.0,18.439999999999998,-0.0
1ZR4R346YW96652796,2022-02-07,UPS SurePost - 1 LB or Greater,17.74,-3.55,14.19,3138149,6.0,1,6.0,Canfield,OH,44406,15.0x 15.0x  6.0,14.190000000000001,0.0
1ZR4R346YW98947867,2022-02-07,UPS SurePost - 1 LB or Greater,16.33,-3.27,13.06,3138118,4.0,1,5.0,Garland,TX,75041,14.0x 14.0x  4.0,13.06,0.0
1ZR4R346YW98974579,2022-02-07,UPS SurePost - 1 LB or Greater,14.48,-2.91,11.57,3138271,2.0,1,5.0,Fishers,IN,46038,14.0x  8.0x  4.0,11.57,0.0
1ZR4R346YW98979663,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-3.56,14.28,3138027,4.0,1,7.0,Cumberland,RI,02864,14.0x 14.0x  4.0,14.280000000000001,0.0
1ZR4R346YW99047211,2022-02-07,UPS SurePost - 1 LB or Greater,17.74,-3.55,14.19,3138246,6.0,1,6.0,Broadview Hts,OH,44147,15.0x 15.0x  6.0,14.190000000000001,0.0
1ZR4R346YW99058478,2022-02-07,UPS SurePost - 1 LB or Greater,15.64,-3.13,12.51,3138103,2.0,1,7.0,Wesley chapel,FL,33544,14.0x  8.0x  4.0,12.510000000000002,0.0
1ZR4R346YW99062614,2022-02-07,UPS SurePost - 1 LB or Greater,15.37,-3.06,12.31,3138043,4.0,1,4.0,Sun City West,AZ,85375,14.0x 14.0x  4.0,12.31,0.0
1ZR4R346YW99077546,2022-02-07,UPS SurePost - 1 LB or Greater,21.37,-3.36,18.01,3138195,4.0,1,6.0,Russellville,AL,35654,14.0x 14.0x  4.0,18.009999999999998,-0.0
1ZR4R346YW99102580,2022-02-07,UPS SurePost - 1 LB or Greater,15.09,-3.02,12.07,3138090,2.0,1,6.0,Charlotte,NC,28210,14.0x  8.0x  4.0,12.07,0.0
1ZR4R346YW97094987,2022-02-07,UPS SurePost - 1 LB or Greater,16.77,-3.36,13.41,3138049,4.0,1,6.0,Lambertville,MI,48144,14.0x 14.0x  4.0,13.41,0.0
1ZR4R346YW99102633,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138281,6.0,1,5.0,San Francisco,CA,94158,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW99117645,2022-02-07,UPS SurePost - 1 LB or Greater,16.77,-3.36,13.41,3138252,4.0,1,6.0,ATLANTA,GA,30342,14.0x 14.0x  4.0,13.41,0.0
1ZR4R346YW99118144,2022-02-07,UPS SurePost - 1 LB or Greater,23.27,-3.73,19.54,3138256,6.0,1,7.0,Dublin,NH,03444,15.0x 15.0x  6.0,19.54,0.0
1ZR4R346YW99131316,2022-02-07,UPS SurePost - 1 LB or Greater,19.71,-3.18,16.53,3138218,6.0,1,4.0,Los Lunas,NM,87031,15.0x 15.0x  6.0,16.53,0.0
1ZR4R346YW98157943,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138208,6.0,1,5.0,San Antonio,TX,78254,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW98078805,2022-02-07,UPS SurePost - 1 LB or Greater,15.64,-3.13,12.51,3138250,2.0,1,7.0,Moorestown,NJ,08057,14.0x  8.0x  4.0,12.510000000000002,0.0
1ZR4R346YW99199807,2022-02-07,UPS SurePost - 1 LB or Greater,18.3,-3.67,14.63,3138095,9.0,1,5.0,Paramount,CA,90723,15.0x 15.0x 10.0,14.629999999999999,-0.0
1ZR4R346YW97543009,2022-02-07,UPS SurePost - 1 LB or Greater,16.77,-3.36,13.41,3138144,4.0,1,6.0,Duncan Falls,OH,43734,14.0x 14.0x  4.0,13.41,0.0
1ZR4R346YW97023375,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138205,6.0,1,7.0,Brooklyn,NY,11201,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW97300164,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138157,6.0,1,5.0,Lafayette,LA,70506,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW97323729,2022-02-07,UPS SurePost - 1 LB or Greater,16.77,-3.36,13.41,3138066,4.0,1,6.0,Canton,MI,48187,14.0x 14.0x  4.0,13.41,0.0
1ZR4R346YW97249739,2022-02-07,UPS SurePost - 1 LB or Greater,15.64,-3.13,12.51,3138202,2.0,1,7.0,Ridgefield,NJ,07657,14.0x  8.0x  4.0,12.510000000000002,0.0
1ZR4R346YW96988620,2022-02-07,UPS SurePost - 1 LB or Greater,20.71,-4.14,16.57,3138082,9.0,1,7.0,Rochester,NH,03867,15.0x 15.0x 10.0,16.57,0.0
1ZR4R346YW96957341,2022-02-07,UPS SurePost - 1 LB or Greater,12.8,-2.56,10.24,3138061,4.0,1,2.0,Longmont,CO,80503,14.0x 14.0x  4.0,10.239999999999998,-0.0
1ZR4R346YW97420329,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138217,6.0,1,5.0,Houston,TX,77084,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW96877240,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-3.56,14.28,3138032,4.0,1,7.0,Marlborough,MA,01752,14.0x 14.0x  4.0,14.280000000000001,0.0
1ZR4R346YW97427368,2022-02-07,UPS SurePost - 1 LB or Greater,14.18,-2.83,11.35,3138025,2.0,1,4.0,Gilbert,AZ,85234,14.0x  8.0x  4.0,11.35,0.0
1ZR4R346YW97451528,2022-02-07,UPS SurePost - 1 LB or Greater,15.09,-3.02,12.07,3138222,2.0,1,6.0,Pittsburgh,PA,15232,14.0x  8.0x  4.0,12.07,0.0
1ZR4R346YW97451993,2022-02-07,UPS SurePost - 1 LB or Greater,15.09,-3.02,12.07,3138089,2.0,1,6.0,Orange Village,OH,44122,14.0x  8.0x  4.0,12.07,0.0
1ZR4R346YW97478045,2022-02-07,UPS SurePost - 1 LB or Greater,17.74,-3.55,14.19,3138280,6.0,1,6.0,Glenshaw,PA,15116,15.0x 15.0x  6.0,14.190000000000001,0.0
1ZR4R346YW96855102,2022-02-07,UPS SurePost - 1 LB or Greater,15.37,-3.06,12.31,3138113,4.0,1,4.0,Tucson,AZ,85739,14.0x 14.0x  4.0,12.31,0.0
1ZR4R346YW97494607,2022-02-07,UPS SurePost - 1 LB or Greater,15.64,-3.13,12.51,3138081,2.0,1,7.0,Montoursville,PA,17754,14.0x  8.0x  4.0,12.510000000000002,0.0
1ZR4R346YW97556942,2022-02-07,UPS SurePost - 1 LB or Greater,14.92,-2.97,11.95,3138062,3.0,1,4.0,Tucson,AZ,85715,14.0x  8.0x  6.0,11.950000000000001,0.0
1ZR4R346YW98049855,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-3.56,14.28,3138028,4.0,1,7.0,Morrisville,PA,19067,14.0x 14.0x  4.0,14.280000000000001,0.0
1ZR4R346YW97612523,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138260,6.0,1,7.0,Philadelphia,PA,19130,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW97675564,2022-02-07,UPS SurePost - 1 LB or Greater,19.08,-2.91,16.17,3138282,2.0,1,5.0,Plantersville,MS,38862,14.0x  8.0x  4.0,16.17,0.0
1ZR4R346YW97762139,2022-02-07,UPS SurePost - 1 LB or Greater,16.77,-3.36,13.41,3138097,4.0,1,6.0,Morgantown,WV,26505,14.0x 14.0x  4.0,13.41,0.0
1ZR4R346YW97770853,2022-02-07,UPS SurePost - 1 LB or Greater,23.74,-3.83,19.91,3138065,9.0,1,6.0,Point Robert,WA,98281,15.0x 15.0x 10.0,19.91,0.0
1ZR4R346YW97078245,2022-02-07,UPS SurePost - 1 LB or Greater,22.11,-3.67,18.44,3138073,9.0,1,5.0,Granbury,TX,76048,15.0x 15.0x 10.0,18.439999999999998,-0.0
1ZR4R346YW96842876,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-3.56,14.28,3138117,4.0,1,7.0,South Windsor,CT,06074,14.0x 14.0x  4.0,14.280000000000001,0.0
1ZR4R346YW96818518,2022-02-07,UPS SurePost - 1 LB or Greater,18.78,-2.83,15.95,3138229,2.0,1,4.0,Clarkdale,AZ,86324,14.0x  8.0x  4.0,15.95,0.0
1ZR4R346YW97806430,2022-02-07,UPS SurePost - 1 LB or Greater,18.67,-3.73,14.94,3138238,6.0,1,7.0,GREENVILLE,NC,27834,15.0x 15.0x  6.0,14.940000000000001,0.0
1ZR4R346YW97884721,2022-02-07,UPS SurePost - 1 LB or Greater,20.93,-3.42,17.51,3138092,6.0,1,5.0,Dripping Springs,TX,78620,15.0x 15.0x  6.0,17.509999999999998,-0.0
1ZR4R346YW96807388,2022-02-07,UPS SurePost - 1 LB or Greater,17.74,-3.55,14.19,3138153,6.0,1,6.0,Chattanooga,TN,37408,15.0x 15.0x  6.0,14.190000000000001,0.0
1ZR4R346YW97887200,2022-02-07,UPS SurePost - 1 LB or Greater,20.59,-3.36,17.23,3138276,4.0,1,6.0,Harrisville,PA,16038,14.0x 14.0x  4.0,17.23,0.0
1ZR4R346YW97932599,2022-02-07,UPS SurePost - 1 LB or Greater,20.93,-3.27,17.66,3138279,4.0,1,5.0,CADDO,OK,74729,14.0x 14.0x  4.0,17.66,0.0
1ZR4R346YW97997832,2022-02-07,UPS SurePost - 1 LB or Greater,17.84,-3.56,14.28,3138035,4.0,1,7.0,Pembroke Pines,FL,33028,14.0x 14.0x  4.0,14.280000000000001,0.0
1ZR4R346YW98037751,2022-02-07,UPS SurePost - 1 LB or Greater,14.48,-2.91,11.57,3138290,2.0,1,5.0,Santa Maria,CA,93454,14.0x  8.0x  4.0,11.57,0.0
1ZR4R346YW99183583,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138201,6.0,1,5.0,FOUNTAIN VLY,CA,92708,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW98677042,2022-02-07,UPS SurePost - 1 LB or Greater,15.64,-3.13,12.51,3138132,2.0,1,7.0,Sarasota,FL,34233,14.0x  8.0x  4.0,12.510000000000002,0.0
1ZR4R346YW99215600,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138291,6.0,1,5.0,Corona,CA,92879,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW99271906,2022-02-07,UPS SurePost - 1 LB or Greater,20.71,-4.14,16.57,3138145,9.0,1,7.0,Boca Raton,FL,33431,15.0x 15.0x 10.0,16.57,0.0
1ZR4R346YW99633097,2022-02-07,UPS SurePost - 1 LB or Greater,21.55,-3.55,18.0,3138263,6.0,1,6.0,Raceland,LA,70394,15.0x 15.0x  6.0,18.0,0.0
1ZR4R346YW99639304,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138169,6.0,1,5.0,Rogers,AR,72756,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW99752299,2022-02-07,UPS SurePost - 1 LB or Greater,20.59,-3.36,17.23,3138088,4.0,1,6.0,Elkview,WV,25071,14.0x 14.0x  4.0,17.23,0.0
1ZR4R346YW99647886,2022-02-07,UPS SurePost - 1 LB or Greater,18.3,-3.67,14.63,3138053,9.0,1,5.0,HOUSTON,TX,77024,15.0x 15.0x 10.0,14.629999999999999,-0.0
1ZR4R346YW99406154,2022-02-07,UPS SurePost - 1 LB or Greater,20.15,-3.27,16.88,3138292,4.0,1,5.0,Sobieski,WI,54171,14.0x 14.0x  4.0,16.88,0.0
1ZR4R346YW97117149,2022-02-07,UPS SurePost - 1 LB or Greater,15.09,-3.02,12.07,3138200,2.0,1,6.0,Asheville,NC,28803,14.0x  8.0x  4.0,12.07,0.0
1ZR4R346YW99421637,2022-02-07,UPS SurePost - 1 LB or Greater,18.78,-2.83,15.95,3138133,2.0,1,4.0,Sandia Park,NM,87047,14.0x  8.0x  4.0,15.95,0.0
1ZR4R346YW99926708,2022-02-07,UPS SurePost - 1 LB or Greater,19.45,-3.13,16.32,3138155,2.0,1,7.0,New Boston,NH,03070,14.0x  8.0x  4.0,16.32,0.0
1ZR4R346YW99652996,2022-02-07,UPS SurePost - 1 LB or Greater,17.12,-3.42,13.7,3138197,6.0,1,5.0,Vacaville,CA,95688,15.0x 15.0x  6.0,13.7,0.0
1ZR4R346YW99552497,2022-02-07,UPS SurePost - 1 LB or Greater,16.33,-3.27,13.06,3138114,4.0,1,5.0,Saint Charles,MO,63303,14.0x 14.0x  4.0,13.06,0.0
1ZR4R346YW99694414,2022-02-07,UPS SurePost - 1 LB or Greater,15.64,-3.13,12.51,3138075,2.0,1,7.0,Apex,NC,27502,14.0x  8.0x  4.0,12.510000000000002,0.0
1ZR4R346YW99781954,2022-02-07,UPS SurePost - 1 LB or Greater,16.77,-3.36,13.41,3138058,4.0,1,6.0,chillicothe,OH,45601,14.0x 14.0x  4.0,13.41,0.0
1ZR4R346YW96627626,2022-02-07,UPS SurePost - 1 LB or Greater,12.8,-2.56,10.24,3138037,4.0,1,2.0,Denver,CO,80206,14.0x 14.0x  4.0,10.239999999999998,-0.0
1ZR4R346YW97157847,2022-02-07,UPS SurePost - 1 LB or Greater,21.55,-3.55,18.0,3138237,6.0,1,6.0,Marion,OH,43302,15.0x 15.0x  6.0,18.0,0.0
1ZR4R346YW99662378,2022-02-07,UPS SurePost - 1 LB or Greater,15.64,-3.13,12.51,3138094,2.0,1,7.0,Hallowell,ME,04347,14.0x  8.0x  4.0,12.510000000000002,0.0
